Name,Type,Description,SP
Ice Prince's Seal,B,"At start of turn, if unit's HP ≥ 25%, inflicts Spd/Def-7,【Frozen】, and【Guard】on closest foes and foes within 2 spaces of those foes through their next actions.At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def-5 on foe, unit makes a guaranteed follow-up attack, deals damage = 20% of unit's Def, and reduces damage from foe's attacks by 20% of unit's Def during combat (excluding area-of-effect Specials).【Frozen】Reduces inflicted unit's follow-up ability and increases foe's follow-up ability through unit's next action:Increases Spd difference necessary for unit to make a follow-up attack by X and decreases Spd difference necessary for foe to make a follow-up attack by X during combat (if foe's Def > unit's Def, X = 10 + difference between Def stats × 2; otherwise, X = 10). (For example, if Spd difference necessary increases by 10, Spd must be ≥ 15 more than foe's Spd to make a follow-up attack; stacks with similar skills.)【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",300
Odd Def Wave 4,C,"At start of turn, grants Def+6 to unit and allies within 2 spaces of unit for 1 turn.If unit's Def ≥ foe's Def-5, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.If it is an odd-numbered turn, grants Def+6 to unit during combat.",300
Inf. Hexblade 1,C,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",60
Inf. Hexblade 2,C,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, grants Atk/Spd+1 to those allies and calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",120
Inf. Hexblade 3,C,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, grants Atk/Spd+2 to those allies and calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",240
Spd/Def Ideal 1,A,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Spd/Def+3 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60
Spd/Def Ideal 2,A,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Spd/Def+4 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120
Spd/Def Ideal 3,A,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Spd/Def+5 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240
Spd/Def Ideal 4,A,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Spd/Def+7 to unit during combat. At start of combat, if unit's HP = 100% and【Bonus】is active on unit, grants an additional Spd/Def+2 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300
Goad Dragons,C,Grants Atk/Spd+4 to dragon allies within 2 spaces during combat.,200
Spd/Def Form 1,A,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat (X = number of allies within 2 spaces; max 3).",60
Spd/Def Form 2,A,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",120
Spd/Def Form 3,A,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",240
C Duel Flying 1,A,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70
C Duel Flying 2,A,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150
C Duel Flying 3,A,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300
C Duel Flying 4,A,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300
Spd/Def Tempo 4,B,"Inflicts Spd/Def-4 on foe, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit, and reduces the percentage of foe's non-Special ""reduces damage by X%"" skills by 50% during combat (example: a foe with a ""reduces damage by 45%"" skill would reduce damage by 23% instead).",300
Pulse Up: Blades,C,"At start of turn, grants Atk/Spd+X to unit for 1 turn (X = turn number × 2; max 6) and grants Special cooldown count-1 to unit.",300
Steady Breath,A,"If foe initiates combat, grants Def+4 during combat and Special cooldown charge +1 per attack. (Only highest value applied. Does not stack.)",240
Beorc's Blessing,B,"Neutralizes cavalry and flying foes' bonuses (from skills like Fortify, Rally, etc.) during combat.(Skill cannot be inherited.)",300
Laguz Loyalty,B,"Inflicts Atk/Spd-4 on foe during combat.If unit's max Special cooldown count value ≥ 3 and unit's attack can trigger unit's Special, or if foe's attack can trigger unit's Special, reduces the percentage of unit's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), reduces damage from foe's attacks by 20% of unit's Spd (excluding area-of-effect Specials), and grants Special cooldown count-2 to unit before foe's first attack during combat, and also, if foe initiates combat, decreases Spd difference necessary for unit to make a follow-up attack by 10 and unit deals +7 damage during combat (excluding area-of-effect Specials).",300
Time Pulse Edge,C,"At start of turn, if unit's Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit.Grants bonus to unit's Atk/Spd during combat = unit's maximum Special cooldown count value + 2, and also, if unit's Special cooldown count is at its maximum value after combat, grants Special cooldown count-1 to unit.",300
Warding Breath,A,"If foe initiates combat, grants Res+4 during combat and Special cooldown charge +1 per attack. (Only highest value applied. Does not stack.)",240
Seal Atk/Def 1,B,Inflicts Atk/Def-3 on foe through its next action after combat.,100
Seal Atk/Def 2,B,Inflicts Atk/Def-5 on foe through its next action after combat.,200
Knightly Devotion,A,"Enables【Canto (Rem. +1)】.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+8 to unit and neutralizes unit's penalties during combat, and restores 7 HP to unit after combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300
Guard Bearing 4,B,"Inflicts Spd/Def-4 on foe during combat. Reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by X% (during unit's first combat initiated by foe each turn, X = 60; otherwise, X = 30).",300
Spd/Def Hold,C,Inflicts Spd/Def-4 on foes within 3 spaces during combat.,300
G Duel Flying 1,A,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70
G Duel Flying 2,A,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150
